x,ePR,eP,gP,aP,eBR,eB,gB,mB,eqmC,eqmP,eqmB,eqmA
0.8,0.875,0.63,0.556,0.001,0.6,0.55,4.73,0.14,0.0897,306.5,6964.0,7270.0
0.8,0.875,0.63,0.556,0.051,0.6,0.55,4.73,0.14,0.0897,6.01,133.8,139.9
0.8,0.875,0.63,0.556,0.101,0.6,0.55,4.73,0.14,0.0897,3.035,66.06,69.2
0.8,0.875,0.63,0.556,0.151,0.6,0.55,4.73,0.14,0.0897,2.03,43.2,45.3
0.8,0.875,0.63,0.556,0.201,0.6,0.55,4.73,0.14,0.0897,1.525,31.72,33.34
0.8,0.875,0.63,0.556,0.251,0.6,0.55,4.73,0.14,0.0897,1.222,24.81,26.12
0.8,0.875,0.63,0.556,0.301,0.6,0.55,4.73,0.14,0.0897,1.019,20.2,21.31
0.8,0.875,0.63,0.556,0.351,0.6,0.55,4.73,0.14,0.0897,0.873,16.89,17.86
0.8,0.875,0.63,0.556,0.401,0.6,0.55,4.73,0.14,0.0897,0.764,14.42,15.27
0.8,0.875,0.63,0.556,0.451,0.6,0.55,4.73,0.14,0.0897,0.6797,12.49,13.266
0.8,0.875,0.63,0.556,0.501,0.6,0.55,4.73,0.14,0.0897,0.612,10.95,11.66
0.85,0.875,0.63,0.556,0.001,0.6,0.55,4.73,0.14,0.0897,306.5,6964.0,7270.0
0.85,0.875,0.63,0.556,0.051,0.6,0.55,4.73,0.14,0.0897,6.01,133.5,139.6
0.85,0.875,0.63,0.556,0.101,0.6,0.55,4.73,0.14,0.0897,3.035,65.9,69.0
0.85,0.875,0.63,0.556,0.151,0.6,0.55,4.73,0.14,0.0897,2.03,43.03,45.12
0.85,0.875,0.63,0.556,0.201,0.6,0.55,4.73,0.14,0.0897,1.525,31.53,33.16
0.85,0.875,0.63,0.556,0.251,0.6,0.55,4.73,0.14,0.0897,1.222,24.62,25.94
0.85,0.875,0.63,0.556,0.301,0.6,0.55,4.73,0.14,0.0897,1.019,20.02,21.12
0.85,0.875,0.63,0.556,0.351,0.6,0.55,4.73,0.14,0.0897,0.873,16.72,17.67
0.85,0.875,0.63,0.556,0.401,0.6,0.55,4.73,0.14,0.0897,0.764,14.234,15.09
0.85,0.875,0.63,0.556,0.451,0.6,0.55,4.73,0.14,0.0897,0.6797,12.31,13.08
0.85,0.875,0.63,0.556,0.501,0.6,0.55,4.73,0.14,0.0897,0.612,10.766,11.47
0.9,0.875,0.63,0.556,0.001,0.6,0.55,4.73,0.14,0.0897,306.5,6964.0,7270.0
0.9,0.875,0.63,0.556,0.051,0.6,0.55,4.73,0.14,0.0897,6.01,133.4,139.5
0.9,0.875,0.63,0.556,0.101,0.6,0.55,4.73,0.14,0.0897,3.035,65.7,68.8
0.9,0.875,0.63,0.556,0.151,0.6,0.55,4.73,0.14,0.0897,2.03,42.84,44.94
0.9,0.875,0.63,0.556,0.201,0.6,0.55,4.73,0.14,0.0897,1.525,31.34,32.97
0.9,0.875,0.63,0.556,0.251,0.6,0.55,4.73,0.14,0.0897,1.222,24.44,25.75
0.9,0.875,0.63,0.556,0.301,0.6,0.55,4.73,0.14,0.0897,1.019,19.83,20.94
0.9,0.875,0.63,0.556,0.351,0.6,0.55,4.73,0.14,0.0897,0.873,16.53,17.48
0.9,0.875,0.63,0.556,0.401,0.6,0.55,4.73,0.14,0.0897,0.764,14.055,14.91
0.9,0.875,0.63,0.556,0.451,0.6,0.55,4.73,0.14,0.0897,0.6797,12.125,12.89
0.9,0.875,0.63,0.556,0.501,0.6,0.55,4.73,0.14,0.0897,0.612,10.58,11.28
0.95,0.875,0.63,0.556,0.001,0.6,0.55,4.73,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.051,0.6,0.55,4.73,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.101,0.6,0.55,4.73,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.151,0.6,0.55,4.73,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.201,0.6,0.55,4.73,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.251,0.6,0.55,4.73,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.301,0.6,0.55,4.73,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.351,0.6,0.55,4.73,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.401,0.6,0.55,4.73,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.451,0.6,0.55,4.73,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.501,0.6,0.55,4.73,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
1.0,0.875,0.63,0.556,0.001,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.051,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.101,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.151,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.201,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.251,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.301,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.351,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.401,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.451,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.501,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
0.5,0.875,0.63,0.556,0.4,0.6,0.55,1.046,0.14,0.8447,0.7666,-0.0,1.611
0.5,0.875,0.63,0.556,0.45,0.6,0.55,1.046,0.14,0.751,0.681,-0.0,1.433
0.5,0.875,0.63,0.556,0.5,0.6,0.55,1.046,0.14,0.676,0.6133,-0.0,1.289
0.5,0.875,0.63,0.556,0.55,0.6,0.55,1.046,0.14,0.6143,0.5576,-0.0,1.172
0.5,0.875,0.63,0.556,0.6,0.6,0.55,1.046,0.14,0.563,0.5107,-0.0,1.074
0.5,0.875,0.63,0.556,0.65,0.6,0.55,1.046,0.14,0.52,0.4717,-0.0,0.9917
0.5,0.875,0.63,0.556,0.6997,0.6,0.55,1.046,0.14,0.4827,0.438,-0.0,0.921
0.5,0.875,0.63,0.556,0.75,0.6,0.55,1.046,0.14,0.4507,0.4087,-0.0,0.8594
0.5,0.875,0.63,0.556,0.8,0.6,0.55,1.046,0.14,0.4224,0.3833,0.0,0.8057
0.5,0.875,0.63,0.556,0.85,0.6,0.55,1.046,0.14,0.3975,0.3606,0.0,0.7583
0.5,0.875,0.63,0.556,0.9,0.6,0.55,1.046,0.14,0.3755,0.3406,-0.0,0.7163
0.55,0.875,0.63,0.556,0.4,0.6,0.55,1.046,0.14,0.768,0.7666,-0.0,1.534
0.55,0.875,0.63,0.556,0.45,0.6,0.55,1.046,0.14,0.6826,0.681,-0.0,1.364
0.55,0.875,0.63,0.556,0.5,0.6,0.55,1.046,0.14,0.6143,0.6133,-0.0,1.228
0.55,0.875,0.63,0.556,0.55,0.6,0.55,1.046,0.14,0.5586,0.5576,-0.0,1.116
0.55,0.875,0.63,0.556,0.6,0.6,0.55,1.046,0.14,0.512,0.5107,-0.0,1.023
0.55,0.875,0.63,0.556,0.65,0.6,0.55,1.046,0.14,0.4727,0.4717,-0.0,0.9443
0.55,0.875,0.63,0.556,0.6997,0.6,0.55,1.046,0.14,0.439,0.438,-0.0,0.877
0.55,0.875,0.63,0.556,0.75,0.6,0.55,1.046,0.14,0.4097,0.4087,-0.0,0.8184
0.55,0.875,0.63,0.556,0.8,0.6,0.55,1.046,0.14,0.384,0.3833,0.0,0.767
0.55,0.875,0.63,0.556,0.85,0.6,0.55,1.046,0.14,0.3613,0.3606,-0.0,0.722
0.55,0.875,0.63,0.556,0.9,0.6,0.55,1.046,0.14,0.3413,0.3406,-0.0,0.682
0.6,0.875,0.63,0.556,0.4,0.6,0.55,1.046,0.14,0.704,0.7666,-0.0,1.471
0.6,0.875,0.63,0.556,0.45,0.6,0.55,1.046,0.14,0.626,0.681,-0.0,1.308
0.6,0.875,0.63,0.556,0.5,0.6,0.55,1.046,0.14,0.5635,0.6133,-0.0,1.177
0.6,0.875,0.63,0.556,0.55,0.6,0.55,1.046,0.14,0.512,0.5576,-0.0,1.069
0.6,0.875,0.63,0.556,0.6,0.6,0.55,1.046,0.14,0.4692,0.5107,-0.0,0.9805
0.6,0.875,0.63,0.556,0.65,0.6,0.55,1.046,0.14,0.4333,0.4717,-0.0,0.905
0.6,0.875,0.63,0.556,0.6997,0.6,0.55,1.046,0.14,0.4023,0.438,0.0,0.8403
0.6,0.875,0.63,0.556,0.75,0.6,0.55,1.046,0.14,0.3755,0.4087,-0.0,0.784
0.6,0.875,0.63,0.556,0.8,0.6,0.55,1.046,0.14,0.352,0.3833,-0.0,0.7354
0.6,0.875,0.63,0.556,0.85,0.6,0.55,1.046,0.14,0.3313,0.3606,-0.0,0.692
0.6,0.875,0.63,0.556,0.9,0.6,0.55,1.046,0.14,0.313,0.3406,-0.0,0.6533
0.65,0.875,0.63,0.556,0.4,0.6,0.55,1.046,0.14,0.65,0.7666,-0.0,1.416
0.65,0.875,0.63,0.556,0.45,0.6,0.55,1.046,0.14,0.5776,0.681,-0.0,1.259
0.65,0.875,0.63,0.556,0.5,0.6,0.55,1.046,0.14,0.52,0.6133,-0.0,1.133
0.65,0.875,0.63,0.556,0.55,0.6,0.55,1.046,0.14,0.4727,0.5576,-0.0,1.03
0.65,0.875,0.63,0.556,0.6,0.6,0.55,1.046,0.14,0.4333,0.5107,-0.0,0.9443
0.65,0.875,0.63,0.556,0.65,0.6,0.55,1.046,0.14,0.4,0.4717,0.0,0.8716
0.65,0.875,0.63,0.556,0.6997,0.6,0.55,1.046,0.14,0.3713,0.438,-0.0,0.809
0.65,0.875,0.63,0.556,0.75,0.6,0.55,1.046,0.14,0.3467,0.4087,-0.0,0.7554
0.65,0.875,0.63,0.556,0.8,0.6,0.55,1.046,0.14,0.325,0.3833,-0.0,0.708
0.65,0.875,0.63,0.556,0.85,0.6,0.55,1.046,0.14,0.306,0.3606,-0.0,0.6665
0.65,0.875,0.63,0.556,0.9,0.6,0.55,1.046,0.14,0.2888,0.3406,-0.0,0.6294
0.7,0.875,0.63,0.556,0.4,0.6,0.55,1.046,0.14,0.6035,0.7666,-0.0,1.37
0.7,0.875,0.63,0.556,0.45,0.6,0.55,1.046,0.14,0.5366,0.681,-0.0,1.218
0.7,0.875,0.63,0.556,0.5,0.6,0.55,1.046,0.14,0.4827,0.6133,-0.0,1.096
0.7,0.875,0.63,0.556,0.55,0.6,0.55,1.046,0.14,0.439,0.5576,-0.0,0.996
0.7,0.875,0.63,0.556,0.6,0.6,0.55,1.046,0.14,0.4023,0.5107,0.0,0.913
0.7,0.875,0.63,0.556,0.65,0.6,0.55,1.046,0.14,0.3713,0.4717,-0.0,0.843
0.7,0.875,0.63,0.556,0.6997,0.6,0.55,1.046,0.14,0.3447,0.438,-0.0,0.7827
0.7,0.875,0.63,0.556,0.75,0.6,0.55,1.046,0.14,0.3218,0.4087,-0.0,0.7305
0.7,0.875,0.63,0.556,0.8,0.6,0.55,1.046,0.14,0.3018,0.3833,-0.0,0.685
0.7,0.875,0.63,0.556,0.85,0.6,0.55,1.046,0.14,0.284,0.3606,-0.0,0.6445
0.7,0.875,0.63,0.556,0.9,0.6,0.55,1.046,0.14,0.268,0.3406,-0.0,0.609
0.75,0.875,0.63,0.556,0.4,0.6,0.55,1.046,0.14,0.5635,0.7666,-0.0,1.33
0.75,0.875,0.63,0.556,0.45,0.6,0.55,1.046,0.14,0.5005,0.681,-0.0,1.182
0.75,0.875,0.63,0.556,0.5,0.6,0.55,1.046,0.14,0.4507,0.6133,-0.0,1.063
0.75,0.875,0.63,0.556,0.55,0.6,0.55,1.046,0.14,0.4097,0.5576,-0.0,0.967
0.75,0.875,0.63,0.556,0.6,0.6,0.55,1.046,0.14,0.3755,0.5107,-0.0,0.886
0.75,0.875,0.63,0.556,0.65,0.6,0.55,1.046,0.14,0.3467,0.4717,-0.0,0.8184
0.75,0.875,0.63,0.556,0.6997,0.6,0.55,1.046,0.14,0.3218,0.438,-0.0,0.76
0.75,0.875,0.63,0.556,0.75,0.6,0.55,1.046,0.14,0.3003,0.4087,-0.0,0.709
0.75,0.875,0.63,0.556,0.8,0.6,0.55,1.046,0.14,0.2815,0.3833,-0.0,0.665
0.75,0.875,0.63,0.556,0.85,0.6,0.55,1.046,0.14,0.2651,0.3606,-0.0,0.6255
0.75,0.875,0.63,0.556,0.9,0.6,0.55,1.046,0.14,0.2502,0.3406,-0.0,0.591
0.8,0.875,0.63,0.556,0.4,0.6,0.55,1.046,0.14,0.528,0.7666,-0.0,1.295
0.8,0.875,0.63,0.556,0.45,0.6,0.55,1.046,0.14,0.4695,0.681,-0.0,1.15
0.8,0.875,0.63,0.556,0.5,0.6,0.55,1.046,0.14,0.4224,0.6133,0.0,1.035
0.8,0.875,0.63,0.556,0.55,0.6,0.55,1.046,0.14,0.384,0.5576,0.0,0.9414
0.8,0.875,0.63,0.556,0.6,0.6,0.55,1.046,0.14,0.352,0.5107,-0.0,0.863
0.8,0.875,0.63,0.556,0.65,0.6,0.55,1.046,0.14,0.325,0.4717,-0.0,0.7964
0.8,0.875,0.63,0.556,0.6997,0.6,0.55,1.046,0.14,0.3018,0.438,-0.0,0.7397
0.8,0.875,0.63,0.556,0.75,0.6,0.55,1.046,0.14,0.2815,0.4087,-0.0,0.6904
0.8,0.875,0.63,0.556,0.8,0.6,0.55,1.046,0.14,0.264,0.3833,-0.0,0.647
0.8,0.875,0.63,0.556,0.85,0.6,0.55,1.046,0.14,0.2484,0.3606,-0.0,0.609
0.8,0.875,0.63,0.556,0.9,0.6,0.55,1.046,0.14,0.2346,0.3406,-0.0,0.575
0.85,0.875,0.63,0.556,0.4,0.6,0.55,1.046,0.14,0.497,0.7666,-0.0,1.264
0.85,0.875,0.63,0.556,0.45,0.6,0.55,1.046,0.14,0.4417,0.681,-0.0,1.123
0.85,0.875,0.63,0.556,0.5,0.6,0.55,1.046,0.14,0.3975,0.6133,0.0,1.011
0.85,0.875,0.63,0.556,0.55,0.6,0.55,1.046,0.14,0.3613,0.5576,-0.0,0.919
0.85,0.875,0.63,0.556,0.6,0.6,0.55,1.046,0.14,0.3313,0.5107,-0.0,0.8423
0.85,0.875,0.63,0.556,0.65,0.6,0.55,1.046,0.14,0.306,0.4717,-0.0,0.7773
0.85,0.875,0.63,0.556,0.6997,0.6,0.55,1.046,0.14,0.284,0.438,-0.0,0.7217
0.85,0.875,0.63,0.556,0.75,0.6,0.55,1.046,0.14,0.2651,0.4087,-0.0,0.674
0.85,0.875,0.63,0.556,0.8,0.6,0.55,1.046,0.14,0.2484,0.3833,-0.0,0.632
0.85,0.875,0.63,0.556,0.85,0.6,0.55,1.046,0.14,0.2339,0.3606,-0.0,0.5947
0.85,0.875,0.63,0.556,0.9,0.6,0.55,1.046,0.14,0.2208,0.3406,-0.0,0.5615
0.9,0.875,0.63,0.556,0.4,0.6,0.55,1.046,0.14,0.4695,0.7666,-0.0,1.236
0.9,0.875,0.63,0.556,0.45,0.6,0.55,1.046,0.14,0.4172,0.681,-0.0,1.099
0.9,0.875,0.63,0.556,0.5,0.6,0.55,1.046,0.14,0.3755,0.6133,-0.0,0.989
0.9,0.875,0.63,0.556,0.55,0.6,0.55,1.046,0.14,0.3413,0.5576,-0.0,0.899
0.9,0.875,0.63,0.556,0.6,0.6,0.55,1.046,0.14,0.313,0.5107,-0.0,0.8237
0.9,0.875,0.63,0.556,0.65,0.6,0.55,1.046,0.14,0.2888,0.4717,-0.0,0.7603
0.9,0.875,0.63,0.556,0.6997,0.6,0.55,1.046,0.14,0.2683,0.438,-0.0,0.706
0.9,0.875,0.63,0.556,0.75,0.6,0.55,1.046,0.14,0.2502,0.4087,-0.0,0.659
0.9,0.875,0.63,0.556,0.8,0.6,0.55,1.046,0.14,0.2346,0.3833,-0.0,0.6177
0.9,0.875,0.63,0.556,0.85,0.6,0.55,1.046,0.14,0.2208,0.3606,-0.0,0.5815
0.9,0.875,0.63,0.556,0.9,0.6,0.55,1.046,0.14,0.2086,0.3406,-0.0,0.5493
0.95,0.875,0.63,0.556,0.4,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.45,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.5,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.55,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.6,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.65,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.6997,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.75,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.8,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.85,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.9,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
1.0,0.875,0.63,0.556,0.4,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.45,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.5,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.55,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.6,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.65,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.6997,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.75,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.8,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.85,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.9,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
0.5,0.875,0.63,0.556,0.4,0.6,0.55,8.414,0.14,0.05045,0.7666,29.16,29.97
0.5,0.875,0.63,0.556,0.45,0.6,0.55,8.414,0.14,0.05045,0.681,25.7,26.44
0.5,0.875,0.63,0.556,0.5,0.6,0.55,8.414,0.14,0.05045,0.6133,22.95,23.61
0.5,0.875,0.63,0.556,0.55,0.6,0.55,8.414,0.14,0.05045,0.5576,20.7,21.3
0.5,0.875,0.63,0.556,0.6,0.6,0.55,8.414,0.14,0.05045,0.5107,18.81,19.38
0.5,0.875,0.63,0.556,0.65,0.6,0.55,8.414,0.14,0.05045,0.4717,17.22,17.75
0.5,0.875,0.63,0.556,0.6997,0.6,0.55,8.414,0.14,0.05045,0.438,15.87,16.36
0.5,0.875,0.63,0.556,0.75,0.6,0.55,8.414,0.14,0.05045,0.4087,14.68,15.14
0.5,0.875,0.63,0.556,0.8,0.6,0.55,8.414,0.14,0.05045,0.3833,13.65,14.086
0.5,0.875,0.63,0.556,0.85,0.6,0.55,8.414,0.14,0.05045,0.3606,12.734,13.15
0.5,0.875,0.63,0.556,0.9,0.6,0.55,8.414,0.14,0.05045,0.3406,11.93,12.32
0.55,0.875,0.63,0.556,0.4,0.6,0.55,8.414,0.14,0.05045,0.7666,28.97,29.78
0.55,0.875,0.63,0.556,0.45,0.6,0.55,8.414,0.14,0.05045,0.681,25.52,26.25
0.55,0.875,0.63,0.556,0.5,0.6,0.55,8.414,0.14,0.05045,0.6133,22.77,23.42
0.55,0.875,0.63,0.556,0.55,0.6,0.55,8.414,0.14,0.05045,0.5576,20.52,21.12
0.55,0.875,0.63,0.556,0.6,0.6,0.55,8.414,0.14,0.05045,0.5107,18.62,19.19
0.55,0.875,0.63,0.556,0.65,0.6,0.55,8.414,0.14,0.05045,0.4717,17.05,17.56
0.55,0.875,0.63,0.556,0.6997,0.6,0.55,8.414,0.14,0.05045,0.438,15.68,16.17
0.55,0.875,0.63,0.556,0.75,0.6,0.55,8.414,0.14,0.05045,0.4087,14.5,14.95
0.55,0.875,0.63,0.556,0.8,0.6,0.55,8.414,0.14,0.05045,0.3833,13.46,13.9
0.55,0.875,0.63,0.556,0.85,0.6,0.55,8.414,0.14,0.05045,0.3606,12.555,12.96
0.55,0.875,0.63,0.556,0.9,0.6,0.55,8.414,0.14,0.05045,0.3406,11.74,12.13
0.6,0.875,0.63,0.556,0.4,0.6,0.55,8.414,0.14,0.05045,0.7666,28.78,29.6
0.6,0.875,0.63,0.556,0.45,0.6,0.55,8.414,0.14,0.05045,0.681,25.34,26.06
0.6,0.875,0.63,0.556,0.5,0.6,0.55,8.414,0.14,0.05045,0.6133,22.58,23.25
0.6,0.875,0.63,0.556,0.55,0.6,0.55,8.414,0.14,0.05045,0.5576,20.33,20.94
0.6,0.875,0.63,0.556,0.6,0.6,0.55,8.414,0.14,0.05045,0.5107,18.45,19.0
0.6,0.875,0.63,0.556,0.65,0.6,0.55,8.414,0.14,0.05045,0.4717,16.86,17.38
0.6,0.875,0.63,0.556,0.6997,0.6,0.55,8.414,0.14,0.05045,0.438,15.49,15.984
0.6,0.875,0.63,0.556,0.75,0.6,0.55,8.414,0.14,0.05045,0.4087,14.31,14.77
0.6,0.875,0.63,0.556,0.8,0.6,0.55,8.414,0.14,0.05045,0.3833,13.28,13.71
0.6,0.875,0.63,0.556,0.85,0.6,0.55,8.414,0.14,0.05045,0.3606,12.37,12.78
0.6,0.875,0.63,0.556,0.9,0.6,0.55,8.414,0.14,0.05045,0.3406,11.555,11.945
0.65,0.875,0.63,0.556,0.4,0.6,0.55,8.414,0.14,0.05045,0.7666,28.6,29.42
0.65,0.875,0.63,0.556,0.45,0.6,0.55,8.414,0.14,0.05045,0.681,25.16,25.89
0.65,0.875,0.63,0.556,0.5,0.6,0.55,8.414,0.14,0.05045,0.6133,22.39,23.06
0.65,0.875,0.63,0.556,0.55,0.6,0.55,8.414,0.14,0.05045,0.5576,20.14,20.75
0.65,0.875,0.63,0.556,0.6,0.6,0.55,8.414,0.14,0.05045,0.5107,18.27,18.83
0.65,0.875,0.63,0.556,0.65,0.6,0.55,8.414,0.14,0.05045,0.4717,16.67,17.19
0.65,0.875,0.63,0.556,0.6997,0.6,0.55,8.414,0.14,0.05045,0.438,15.305,15.8
0.65,0.875,0.63,0.556,0.75,0.6,0.55,8.414,0.14,0.05045,0.4087,14.125,14.586
0.65,0.875,0.63,0.556,0.8,0.6,0.55,8.414,0.14,0.05045,0.3833,13.09,13.52
0.65,0.875,0.63,0.556,0.85,0.6,0.55,8.414,0.14,0.05045,0.3606,12.18,12.59
0.65,0.875,0.63,0.556,0.9,0.6,0.55,8.414,0.14,0.05045,0.3406,11.375,11.766
0.7,0.875,0.63,0.556,0.4,0.6,0.55,8.414,0.14,0.05045,0.7666,28.4,29.23
0.7,0.875,0.63,0.556,0.45,0.6,0.55,8.414,0.14,0.05045,0.681,24.97,25.7
0.7,0.875,0.63,0.556,0.5,0.6,0.55,8.414,0.14,0.05045,0.6133,22.2,22.88
0.7,0.875,0.63,0.556,0.55,0.6,0.55,8.414,0.14,0.05045,0.5576,19.95,20.56
0.7,0.875,0.63,0.556,0.6,0.6,0.55,8.414,0.14,0.05045,0.5107,18.08,18.64
0.7,0.875,0.63,0.556,0.65,0.6,0.55,8.414,0.14,0.05045,0.4717,16.48,17.02
0.7,0.875,0.63,0.556,0.6997,0.6,0.55,8.414,0.14,0.05045,0.438,15.125,15.61
0.7,0.875,0.63,0.556,0.75,0.6,0.55,8.414,0.14,0.05045,0.4087,13.945,14.4
0.7,0.875,0.63,0.556,0.8,0.6,0.55,8.414,0.14,0.05045,0.3833,12.91,13.34
0.7,0.875,0.63,0.556,0.85,0.6,0.55,8.414,0.14,0.05045,0.3606,12.0,12.41
0.7,0.875,0.63,0.556,0.9,0.6,0.55,8.414,0.14,0.05045,0.3406,11.19,11.58
0.75,0.875,0.63,0.556,0.4,0.6,0.55,8.414,0.14,0.05045,0.7666,28.23,29.05
0.75,0.875,0.63,0.556,0.45,0.6,0.55,8.414,0.14,0.05045,0.681,24.78,25.52
0.75,0.875,0.63,0.556,0.5,0.6,0.55,8.414,0.14,0.05045,0.6133,22.03,22.69
0.75,0.875,0.63,0.556,0.55,0.6,0.55,8.414,0.14,0.05045,0.5576,19.77,20.38
0.75,0.875,0.63,0.556,0.6,0.6,0.55,8.414,0.14,0.05045,0.5107,17.89,18.45
0.75,0.875,0.63,0.556,0.65,0.6,0.55,8.414,0.14,0.05045,0.4717,16.3,16.83
0.75,0.875,0.63,0.556,0.6997,0.6,0.55,8.414,0.14,0.05045,0.438,14.94,15.43
0.75,0.875,0.63,0.556,0.75,0.6,0.55,8.414,0.14,0.05045,0.4087,13.76,14.22
0.75,0.875,0.63,0.556,0.8,0.6,0.55,8.414,0.14,0.05045,0.3833,12.73,13.16
0.75,0.875,0.63,0.556,0.85,0.6,0.55,8.414,0.14,0.05045,0.3606,11.81,12.23
0.75,0.875,0.63,0.556,0.9,0.6,0.55,8.414,0.14,0.05045,0.3406,11.0,11.39
0.8,0.875,0.63,0.556,0.4,0.6,0.55,8.414,0.14,0.05045,0.7666,28.05,28.86
0.8,0.875,0.63,0.556,0.45,0.6,0.55,8.414,0.14,0.05045,0.681,24.6,25.33
0.8,0.875,0.63,0.556,0.5,0.6,0.55,8.414,0.14,0.05045,0.6133,21.84,22.5
0.8,0.875,0.63,0.556,0.55,0.6,0.55,8.414,0.14,0.05045,0.5576,19.58,20.19
0.8,0.875,0.63,0.556,0.6,0.6,0.55,8.414,0.14,0.05045,0.5107,17.7,18.27
0.8,0.875,0.63,0.556,0.65,0.6,0.55,8.414,0.14,0.05045,0.4717,16.11,16.64
0.8,0.875,0.63,0.556,0.6997,0.6,0.55,8.414,0.14,0.05045,0.438,14.75,15.24
0.8,0.875,0.63,0.556,0.75,0.6,0.55,8.414,0.14,0.05045,0.4087,13.57,14.03
0.8,0.875,0.63,0.556,0.8,0.6,0.55,8.414,0.14,0.05045,0.3833,12.54,12.97
0.8,0.875,0.63,0.556,0.85,0.6,0.55,8.414,0.14,0.05045,0.3606,11.625,12.04
0.8,0.875,0.63,0.556,0.9,0.6,0.55,8.414,0.14,0.05045,0.3406,10.81,11.2
