x,ePR,eP,gP,aP,eBR,eB,gB,mB,eqmC,eqmP,eqmB,eqmA
1.5,0.875,0.63,0.4075,0.45,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.5,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.55,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.6,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.65,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.6997,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.75,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.8,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.85,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.9,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.4075,0.4,0.6,0.55,4.73,0.14,0.0897,0.5615,9.07,9.72
1.0,0.875,0.63,0.4075,0.45,0.6,0.55,4.73,0.14,0.0897,0.4993,7.65,8.24
1.0,0.875,0.63,0.4075,0.5,0.6,0.55,4.73,0.14,0.0897,0.4492,6.516,7.055
1.0,0.875,0.63,0.4075,0.55,0.6,0.55,4.73,0.14,0.0897,0.4084,5.586,6.082
1.0,0.875,0.63,0.4075,0.6,0.6,0.55,4.73,0.14,0.0897,0.3743,4.812,5.277
1.0,0.875,0.63,0.4075,0.65,0.6,0.55,4.73,0.14,0.0897,0.3455,4.156,4.594
1.0,0.875,0.63,0.4075,0.6997,0.6,0.55,4.73,0.14,0.1769,0.3208,-0.0,0.4978
1.0,0.875,0.63,0.4075,0.75,0.6,0.55,4.73,0.14,0.165,0.2996,-0.0,0.4646
1.0,0.875,0.63,0.4075,0.8,0.6,0.55,4.73,0.14,0.1548,0.2808,-6.0e-8,0.4355
1.0,0.875,0.63,0.4075,0.85,0.6,0.55,4.73,0.14,0.1456,0.2642,-6.0e-8,0.41
1.0,0.875,0.63,0.4075,0.9,0.6,0.55,4.73,0.14,0.1376,0.2495,0.0,0.3872
1.05,0.875,0.63,0.4075,0.4,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.45,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.5,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.55,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.6,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.65,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.6997,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.75,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.8,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.85,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.9,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.4,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.45,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.5,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.55,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.6,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.65,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.6997,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.75,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.8,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.85,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.9,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.4,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.45,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.5,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.55,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.6,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.65,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.6997,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.75,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.8,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.85,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.9,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.4,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.45,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.5,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.55,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.6,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.65,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.6997,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.75,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.8,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.85,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.9,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.4,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.45,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.5,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.55,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.6,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.65,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.6997,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.75,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.8,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.85,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.9,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.3,0.875,0.63,0.4075,0.4,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.45,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.5,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.55,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.6,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.65,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.6997,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.75,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.8,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.85,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.9,0.6,0.55,4.73,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.35,0.875,0.63,0.4075,0.4,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.45,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.5,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.55,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.6,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.65,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.6997,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.75,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.8,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.85,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.9,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.4,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.45,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.5,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.55,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.6,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.65,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.6997,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.75,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.8,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.85,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.9,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.4,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.45,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.5,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.55,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.6,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.65,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.6997,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.75,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.8,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.85,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.9,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.4,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.45,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.5,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.55,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.6,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.65,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.6997,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.75,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.8,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.85,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.5,0.875,0.63,0.4075,0.9,0.6,0.55,4.73,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.4075,0.2004,0.6,0.55,1.046,0.14,0.4058,1.12,1.932,3.459
1.0,0.875,0.63,0.4075,0.2505,0.6,0.55,1.046,0.14,0.4941,0.897,0.0,1.391
1.0,0.875,0.63,0.4075,0.3005,0.6,0.55,1.046,0.14,0.4119,0.7476,0.0,1.159
1.0,0.875,0.63,0.4075,0.3503,0.6,0.55,1.046,0.14,0.3533,0.6406,-0.0,0.994
1.0,0.875,0.63,0.4075,0.4004,0.6,0.55,1.046,0.14,0.309,0.561,-0.0,0.87
1.0,0.875,0.63,0.4075,0.4504,0.6,0.55,1.046,0.14,0.275,0.4985,-0.0,0.7734
1.0,0.875,0.63,0.4075,0.5005,0.6,0.55,1.046,0.14,0.2473,0.4487,-0.0,0.6963
1.0,0.875,0.63,0.4075,0.5503,0.6,0.55,1.046,0.14,0.2249,0.408,-0.0,0.633
1.0,0.875,0.63,0.4075,0.6006,0.6,0.55,1.046,0.14,0.2062,0.374,-0.0,0.58
1.0,0.875,0.63,0.4075,0.6504,0.6,0.55,1.046,0.14,0.1903,0.3452,-0.0,0.5356
1.0,0.875,0.63,0.4075,0.7,0.6,0.55,1.046,0.14,0.1768,0.3206,-0.0,0.4973
1.05,0.875,0.63,0.4075,0.2004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.2505,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.3005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.3503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.4004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.4504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.5005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.5503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.6006,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.6504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.05,0.875,0.63,0.4075,0.7,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.2004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.2505,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.3005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.3503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.4004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.4504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.5005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.5503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.6006,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.6504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.1,0.875,0.63,0.4075,0.7,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.2004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.2505,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.3005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.3503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.4004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.4504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.5005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.5503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.6006,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.6504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.15,0.875,0.63,0.4075,0.7,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.2004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.2505,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.3005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.3503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.4004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.4504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.5005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.5503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.6006,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.6504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.2,0.875,0.63,0.4075,0.7,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.2004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.2505,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.3005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.3503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.4004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.4504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.5005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.5503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.6006,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.6504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.25,0.875,0.63,0.4075,0.7,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.3,0.875,0.63,0.4075,0.2004,0.6,0.55,1.046,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.2505,0.6,0.55,1.046,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.3005,0.6,0.55,1.046,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.3503,0.6,0.55,1.046,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.4004,0.6,0.55,1.046,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.4504,0.6,0.55,1.046,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.5005,0.6,0.55,1.046,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.5503,0.6,0.55,1.046,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.6006,0.6,0.55,1.046,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.6504,0.6,0.55,1.046,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.3,0.875,0.63,0.4075,0.7,0.6,0.55,1.046,0.14,-6.0e-8,-0.0,-0.0,-6.0e-8
1.35,0.875,0.63,0.4075,0.2004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.2505,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.3005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.3503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.4004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.4504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.5005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.5503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.6006,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.6504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.35,0.875,0.63,0.4075,0.7,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.2004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.2505,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.3005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.3503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.4004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.4504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.5005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.5503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.6006,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.6504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.4,0.875,0.63,0.4075,0.7,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.2004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.2505,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.3005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.3503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.4004,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.4504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.5005,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.5503,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.6006,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.45,0.875,0.63,0.4075,0.6504,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
